507,Bean(1997),5.0
507,PhantomThe(1996),5.0
507,QuestThe(1996),5.0
507,Dante'sPeak(1997),5.0
507,Flubber(1997),5.0
507,Daylight(1996),5.0
507,JackalThe(1997),5.0
507,StarshipTroopers(1997),5.0
507,L.A.Confidential(1997),5.0
507,Mission:Impossible(1996),5.0
507,AsGoodAsItGets(1997),5.0
507,SpiceWorld(1997),1.0
507,PeacemakerThe(1997),5.0
507,AptPupil(1998),5.0
507,GameThe(1997),4.0
507,StarTrek:FirstContact(1996),5.0
507,Titanic(1997),5.0
507,FullMontyThe(1997),2.0
507,Volcano(1997),5.0
507,EveryoneSaysILoveYou(1996),3.0
507,FifthElementThe(1997),5.0
507,ConAir(1997),5.0
507,RedCorner(1997),5.0
507,ReturnoftheJedi(1983),5.0
507,Scream2(1997),5.0
507,Mrs.Brown(HerMajestyMrs.Brown)(1997),5.0
507,DeconstructingHarry(1997),5.0
507,GlimmerManThe(1996),5.0
507,LiarLiar(1997),5.0
198,AfricanQueenThe(1951),3.0
198,QuizShow(1994),3.0
198,PumpUptheVolume(1990),3.0
198,TwelveMonkeys(1995),4.0
198,ClockworkOrangeA(1971),4.0
198,ApocalypseNow(1979),3.0
198,RobRoy(1995),3.0
198,ToKillaMockingbird(1962),4.0
198,SurvivingPicasso(1996),3.0
198,AustinPowers:InternationalManofMystery(1997),2.0
198,ReservoirDogs(1992),3.0
198,LawrenceofArabia(1962),4.0
198,Speed(1994),3.0
198,OneFlewOvertheCuckoo'sNest(1975),5.0
198,Seven(Se7en)(1995),4.0
198,FullMetalJacket(1987),5.0
198,DanceswithWolves(1990),3.0
198,TaxiDriver(1976),4.0
198,RomyandMichele'sHighSchoolReunion(1997),2.0
198,BramStoker'sDracula(1992),4.0
198,EmpireStrikesBackThe(1980),4.0
198,SaintThe(1997),2.0
198,LastoftheMohicansThe(1992),3.0
198,AmericanPresidentThe(1995),2.0
198,GraduateThe(1967),4.0
198,Aladdin(1992),3.0
198,Aliens(1986),4.0
198,DeadPoetsSociety(1989),3.0
198,What'sEatingGilbertGrape(1993),2.0
198,Gandhi(1982),4.0
198,Desperado(1995),3.0
198,MontyPython'sLifeofBrian(1979),4.0
198,Muriel'sWedding(1994),3.0
198,Nikita(LaFemmeNikita)(1990),4.0
198,Godfather:PartIIThe(1974),4.0
198,PrincessBrideThe(1987),4.0
198,Casino(1995),3.0
198,WhenWeWereKings(1996),5.0
198,VegasVacation(1997),1.0
198,SevenYearsinTibet(1997),3.0
198,HeavyMetal(1981),5.0
198,AirForceOne(1997),2.0
198,StarTrek:FirstContact(1996),3.0
198,HappyGilmore(1996),3.0
198,PulpFiction(1994),5.0
198,LeavingLasVegas(1995),3.0
198,IndependenceDay(ID4)(1996),3.0
198,NuttyProfessorThe(1996),1.0
198,RockThe(1996),1.0
198,SoundofMusicThe(1965),3.0
198,ProfessionalThe(1994),3.0
198,TopGun(1986),3.0
198,RaisetheRedLantern(1991),3.0
198,FourWeddingsandaFuneral(1994),3.0
198,WizardofOzThe(1939),4.0
198,ShiningThe(1980),4.0
198,Heathers(1989),2.0
198,JerryMaguire(1996),2.0
198,Kalifornia(1993),3.0
198,FishCalledWandaA(1988),4.0
198,ImmortalBeloved(1994),4.0
198,Highlander(1986),3.0
198,AdventuresofPriscillaQueenoftheDesertThe(1994),4.0
198,KidsintheHall:BrainCandy(1996),3.0
198,BreakfastatTiffany's(1961),3.0
198,NorthbyNorthwest(1959),4.0
198,BadBoys(1995),2.0
198,BluesBrothersThe(1980),5.0
198,GetShorty(1995),3.0
198,EnchantedApril(1991),2.0
198,GreatWhiteHypeThe(1996),2.0
198,StarWars(1977),5.0
198,Miller'sCrossing(1990),3.0
198,Mission:Impossible(1996),2.0
198,CrimsonTide(1995),3.0
198,GrossePointeBlank(1997),3.0
198,StarTrekIV:TheVoyageHome(1986),3.0
198,Trainspotting(1996),4.0
198,E.T.theExtra-Terrestrial(1982),3.0
198,Ben-Hur(1959),4.0
198,LionKingThe(1994),3.0
198,Clueless(1995),3.0
198,BacktotheFuture(1985),3.0
198,BladeRunner(1982),5.0
198,BigNight(1996),4.0
198,Tombstone(1993),3.0
198,Supercop(1992),3.0
198,WillyWonkaandtheChocolateFactory(1971),4.0
198,HudsuckerProxyThe(1994),5.0
198,HaroldandMaude(1971),4.0
198,IntheLineofFire(1993),3.0
344,Mrs.Brown(HerMajestyMrs.Brown)(1997),5.0
344,BedofRoses(1996),3.0
344,StrangeDays(1995),3.0
344,LikeWaterForChocolate(Comoaguaparachocolate)(1992),2.0
344,FieldofDreams(1989),3.0
344,ReturnoftheJedi(1983),3.0
344,OuttoSea(1997),2.0
344,MayaLin:AStrongClearVision(1994),5.0
344,ExtremeMeasures(1996),4.0
344,Emma(1996),4.0
344,Peoplevs.LarryFlyntThe(1996),4.0
344,HomefortheHolidays(1995),3.0
344,Brazil(1985),5.0
344,MyOwnPrivateIdaho(1991),4.0
344,DeadPoetsSociety(1989),4.0
344,Matilda(1996),3.0
344,EnchantedApril(1991),4.0
344,Diabolique(1996),2.0
344,AptPupil(1998),5.0
344,TruthAboutCats&DogsThe(1996),4.0
344,EatDrinkManWoman(1994),5.0
344,WilliamShakespeare'sRomeoandJuliet(1996),2.0
344,SearchingforBobbyFischer(1993),4.0
344,Copycat(1995),3.0
344,IntheLineofFire(1993),3.0
344,TerminatorThe(1984),5.0
344,Phenomenon(1996),3.0
344,GrossePointeBlank(1997),4.0
344,CourageUnderFire(1996),3.0
344,EmpireStrikesBackThe(1980),4.0
344,Amadeus(1984),5.0
344,WomenThe(1939),4.0
344,RoomwithaViewA(1986),4.0
344,Aliens(1986),5.0
344,JerryMaguire(1996),3.0
344,YoungFrankenstein(1974),5.0
344,GhostandMrs.MuirThe(1947),3.0
344,StarTrek:FirstContact(1996),4.0
344,BigBully(1996),1.0
